data;cod_rca;cod_telenvenda;valor_marcas_exclusivas;origempedido
2026-01-01;1869;8888;636,02;E-COMMERCE
2026-01-01;1064;8888;36,94;E-COMMERCE
2026-01-01;2199;8888;4630,79;FORÇA DE VENDAS
2026-01-01;2124;8888;196,19;E-COMMERCE
2026-01-01;1063;38;304,28;TELEMARKETING
2026-01-01;2366;8888;402,93;E-COMMERCE
2026-01-01;2309;2220;2404,64;TELEMARKETING
2026-01-01;1137;874;366,08;TELEMARKETING
2026-01-01;2496;8888;161,25;FORÇA DE VENDAS
2026-01-01;2363;8888;348,3;E-COMMERCE
2026-01-01;1344;8888;11470,87;FORÇA DE VENDAS
2026-01-01;351;8888;18295,18;FORÇA DE VENDAS
2026-01-01;1340;8888;7373,49;FORÇA DE VENDAS
2026-01-01;2419;8888;4754,88;FORÇA DE VENDAS
2026-01-01;2419;8888;35,5;E-COMMERCE
2026-01-01;2345;1929;40,88;TELEMARKETING
2026-01-01;2613;8888;25396,41;FORÇA DE VENDAS
2026-01-01;2491;1312;12053,74;TELEMARKETING
2026-01-01;1166;8888;4496,18;E-COMMERCE
2026-01-01;2657;2853;5230,06;TELEMARKETING
2026-01-01;2662;1884;121,92;TELEMARKETING
2026-01-01;2662;2985;365,94;TELEMARKETING
2026-01-01;2606;2727;924,55;TELEMARKETING
2026-01-01;1876;1929;302,24;TELEMARKETING
2026-01-01;1203;8888;6912,76;FORÇA DE VENDAS
2026-01-01;2085;1778;295,67;TELEMARKETING
2026-01-01;634;8888;369,44;E-COMMERCE
2026-01-01;2602;8888;757,28;E-COMMERCE
2026-01-01;802;1533;407,28;TELEMARKETING
2026-01-01;2687;8888;558,72;FORÇA DE VENDAS
2026-01-01;2655;8888;12654,47;FORÇA DE VENDAS
2026-01-01;2684;8888;196,48;FORÇA DE VENDAS
2026-01-01;530;8888;45181,11;FORÇA DE VENDAS
2026-01-01;1381;8888;22661,81;FORÇA DE VENDAS
2026-01-01;2287;1960;15341,68;TELEMARKETING
2026-01-01;2000;8888;15982,56;FORÇA DE VENDAS
2026-01-01;2648;1929;1079,68;TELEMARKETING
2026-01-01;1956;672;2698,83;TELEMARKETING
2026-01-01;2665;2853;2993,56;TELEMARKETING
2026-01-01;2530;8888;2571,25;FORÇA DE VENDAS
2026-01-01;2579;672;2359,69;TELEMARKETING
2026-01-01;2192;412;135,68;TELEMARKETING
2026-01-01;2413;2727;1245,37;TELEMARKETING
2026-01-01;1308;1954;1478,85;TELEMARKETING
2026-01-01;2592;1778;9962,67;TELEMARKETING
2026-01-01;2394;8888;1500,95;FORÇA DE VENDAS
2026-01-01;525;1087;1252,56;TELEMARKETING
2026-01-01;1166;1885;950,6;TELEMARKETING
2026-01-01;2620;3179;780,19;TELEMARKETING
2026-01-01;2490;8888;1551,64;E-COMMERCE
2026-01-01;540;412;148,92;TELEMARKETING
2026-01-01;2659;2185;407,4;TELEMARKETING
2026-01-01;2510;8888;24388,82;PEDIDO ELETRÔNICO
2026-01-01;949;1258;3112,18;TELEMARKETING
2026-01-01;2341;8888;12,51;E-COMMERCE
2026-01-01;1539;1885;3714,18;TELEMARKETING
2026-01-01;1299;2523;8253,11;TELEMARKETING
2026-01-01;443;1533;202,88;TELEMARKETING
2026-01-01;1063;8888;341,6;E-COMMERCE
2026-01-01;1998;8888;10821,09;FORÇA DE VENDAS
2026-01-01;2588;8888;18090,93;FORÇA DE VENDAS
2026-01-01;1642;1885;1064,0;TELEMARKETING
2026-01-01;2015;2571;597,22;TELEMARKETING
2026-01-01;2228;8888;815,78;FORÇA DE VENDAS
2026-01-01;2375;8888;6627,39;FORÇA DE VENDAS
2026-01-01;1117;8888;4330,44;FORÇA DE VENDAS
2026-01-01;2049;1087;2016,6;TELEMARKETING
2026-01-01;2639;8888;664,17;FORÇA DE VENDAS
2026-01-01;2663;1885;1310,56;TELEMARKETING
2026-01-01;609;8888;11905,25;FORÇA DE VENDAS
2026-01-01;2651;8888;1255,48;E-COMMERCE
2026-01-01;2402;998;47539,44;TELEMARKETING
2026-01-01;1993;8888;20,66;E-COMMERCE
2026-01-01;1465;675;492,04;TELEMARKETING
2026-01-01;2178;738;2195,64;TELEMARKETING
2026-01-01;818;1885;230,46;TELEMARKETING
2026-01-01;353;412;1448,5;TELEMARKETING
2026-01-01;1632;8888;3324,26;FORÇA DE VENDAS
2026-01-01;360;8888;616,88;E-COMMERCE
2026-01-01;14;805;5058,1;TELEMARKETING
2026-01-01;2019;977;1259,6;TELEMARKETING
2026-01-01;2019;8888;13549,38;FORÇA DE VENDAS
2026-01-01;285;8888;600,64;E-COMMERCE
2026-01-01;953;805;1352,73;TELEMARKETING
2026-01-01;610;8888;8345,96;FORÇA DE VENDAS
2026-01-01;104;8888;-8189,44;FORÇA DE VENDAS
2026-01-01;2413;8888;-3025,21;FORÇA DE VENDAS
2026-01-01;441;8888;104070,86;FORÇA DE VENDAS
2026-01-01;460;8888;3093,11;FORÇA DE VENDAS
2026-01-01;951;738;770,4;TELEMARKETING
2026-01-01;1890;1953;2516,7;TELEMARKETING
2026-01-01;2197;8888;16909,42;FORÇA DE VENDAS
2026-01-01;2457;1883;1185,36;TELEMARKETING
2026-01-01;2485;8888;204,79;E-COMMERCE
2026-01-01;2545;8888;3004,87;FORÇA DE VENDAS
2026-01-01;822;2185;900,6;TELEMARKETING
2026-01-01;2617;1778;678,36;TELEMARKETING
2026-01-01;2580;1960;3436,21;TELEMARKETING
2026-01-01;2635;1885;135,8;TELEMARKETING
2026-01-01;2567;8888;5067,46;FORÇA DE VENDAS
2026-01-01;2472;2853;4232,6;TELEMARKETING
2026-01-01;2576;8888;6724,73;FORÇA DE VENDAS
2026-01-01;1427;3009;2771,16;TELEMARKETING
2026-01-01;2660;8888;11202,81;FORÇA DE VENDAS
2026-01-01;1653;1281;2022,33;TELEMARKETING
2026-01-01;2394;2727;7028,42;TELEMARKETING
2026-01-01;767;8888;5213,56;FORÇA DE VENDAS
2026-01-01;2454;8888;1279,42;FORÇA DE VENDAS
2026-01-01;2218;8888;604,81;FORÇA DE VENDAS
2026-01-01;1518;1533;5997,19;TELEMARKETING
2026-01-01;1063;8888;7644,52;FORÇA DE VENDAS
2026-01-01;2533;27;272,36;TELEMARKETING
2026-01-01;619;8888;3608,08;FORÇA DE VENDAS
2026-01-01;1384;691;1028,72;TELEMARKETING
2026-01-01;2133;8888;826,71;E-COMMERCE
2026-01-01;2279;8888;852,1;FORÇA DE VENDAS
2026-01-01;2015;8888;1035,72;E-COMMERCE
2026-01-01;2015;8888;11187,85;FORÇA DE VENDAS
2026-01-01;1478;8888;3206,97;FORÇA DE VENDAS
2026-01-01;1117;1139;223,26;TELEMARKETING
2026-01-01;424;8888;4829,45;E-COMMERCE
2026-01-01;451;8888;606,1;E-COMMERCE
2026-01-01;1317;8888;1940,94;FORÇA DE VENDAS
2026-01-01;2089;1533;1726,09;TELEMARKETING
2026-01-01;363;1898;3535,11;TELEMARKETING
2026-01-01;325;14;15,19;TELEMARKETING
2026-01-01;325;1214;194,02;TELEMARKETING
2026-01-01;2069;8888;157,48;E-COMMERCE
2026-01-01;802;8888;3161,07;FORÇA DE VENDAS
2026-01-01;610;805;1843,1;TELEMARKETING
2026-01-01;424;8888;352,32;FORÇA DE VENDAS
2026-01-01;1823;8888;5858,75;FORÇA DE VENDAS
2026-01-01;1823;8888;1520,21;E-COMMERCE
2026-01-01;452;8888;423,59;E-COMMERCE
2026-01-01;131;8888;12222,42;FORÇA DE VENDAS
2026-01-01;2537;1885;135,8;TELEMARKETING
2026-01-01;477;58;464,23;TELEMARKETING
2026-01-01;629;805;166,24;TELEMARKETING
2026-01-01;535;1312;432,73;TELEMARKETING
2026-01-01;415;213;271,52;TELEMARKETING
2026-01-01;2261;8888;316,14;E-COMMERCE
2026-01-01;664;675;114,0;TELEMARKETING
2026-01-01;1518;8888;138,84;E-COMMERCE
2026-01-01;2211;874;429,25;TELEMARKETING
2026-01-01;2432;8888;601,82;FORÇA DE VENDAS
2026-01-01;2346;8888;73,26;E-COMMERCE
2026-01-01;2118;8888;359,95;E-COMMERCE
2026-01-01;351;738;408,6;TELEMARKETING
2026-01-01;1278;8888;1882,65;FORÇA DE VENDAS
2026-01-01;781;8888;8046,38;FORÇA DE VENDAS
2026-01-01;2362;8888;9281,24;FORÇA DE VENDAS
2026-01-01;1501;8888;6789,72;FORÇA DE VENDAS
2026-01-01;2308;8888;1257,02;FORÇA DE VENDAS
2026-01-01;580;8888;12009,61;FORÇA DE VENDAS
2026-01-01;1108;1954;34631,31;TELEMARKETING
2026-01-01;2493;8888;149,31;E-COMMERCE
2026-01-01;2660;423;693,22;TELEMARKETING
2026-01-01;1984;738;2985,52;TELEMARKETING
2026-01-01;1116;13148;912,87;TELEMARKETING
2026-01-01;890;8888;46339,97;FORÇA DE VENDAS
2026-01-01;1499;8888;29,8;E-COMMERCE
2026-01-01;535;8888;4485,07;FORÇA DE VENDAS
2026-01-01;636;2571;1980,43;TELEMARKETING
2026-01-01;703;8888;6752,22;E-COMMERCE
2026-01-01;1834;8888;155,4;FORÇA DE VENDAS
2026-01-01;2577;8888;35782,49;FORÇA DE VENDAS
2026-01-01;2026;8888;87,6;E-COMMERCE
2026-01-01;2631;8888;3208,32;FORÇA DE VENDAS
2026-01-01;89;8888;389,63;E-COMMERCE
2026-01-01;2588;2845;839,24;TELEMARKETING
2026-01-01;1642;8888;30729,75;FORÇA DE VENDAS
2026-01-01;2601;8888;10802,98;FORÇA DE VENDAS
2026-01-01;360;8888;21870,3;FORÇA DE VENDAS
2026-01-01;2251;675;1071,68;TELEMARKETING
2026-01-01;1271;8888;8306,12;FORÇA DE VENDAS
2026-01-01;2049;8888;3025,56;FORÇA DE VENDAS
2026-01-01;1465;8888;432,73;E-COMMERCE
2026-01-01;358;546;3329,62;TELEMARKETING
2026-01-01;1996;8888;141,24;E-COMMERCE
2026-01-01;559;8888;4326,16;FORÇA DE VENDAS
2026-01-01;2178;8888;31321,65;FORÇA DE VENDAS
2026-01-01;1466;8888;45884,57;FORÇA DE VENDAS
2026-01-01;131;27;991,48;TELEMARKETING
2026-01-01;1465;3403;2157,28;TELEMARKETING
2026-01-01;1873;519;228,52;TELEMARKETING
2026-01-01;1102;8888;791,04;E-COMMERCE
2026-01-01;2109;8888;144,99;E-COMMERCE
2026-01-01;2250;8888;2369,85;FORÇA DE VENDAS
2026-01-01;2670;874;324,04;TELEMARKETING
2026-01-01;1289;1929;2045,4;TELEMARKETING
2026-01-01;2383;8888;26199,6;FORÇA DE VENDAS
2026-01-01;451;58;580,82;TELEMARKETING
2026-01-01;351;8888;656,24;E-COMMERCE
2026-01-01;1116;8888;70,5;E-COMMERCE
2026-01-01;854;2184;532,0;TELEMARKETING
2026-01-01;2651;8888;251,24;FORÇA DE VENDAS
2026-01-01;2375;2184;135,8;TELEMARKETING
2026-01-01;2345;8888;1225,28;FORÇA DE VENDAS
2026-01-01;1876;8888;279,37;E-COMMERCE
2026-01-01;768;8888;1080,96;E-COMMERCE
2026-01-01;2430;8888;2225,01;FORÇA DE VENDAS
2026-01-01;925;8888;1034,8;FORÇA DE VENDAS
2026-01-01;2571;1954;562,67;TELEMARKETING
2026-01-01;2571;1312;3750,45;TELEMARKETING
2026-01-01;2657;8888;407,04;E-COMMERCE
2026-01-01;2448;3009;281,84;TELEMARKETING
2026-01-01;2539;3009;4402,72;TELEMARKETING
2026-01-01;2674;8888;50,7;FORÇA DE VENDAS
2026-01-01;2676;8888;129,92;FORÇA DE VENDAS
2026-01-01;953;8888;13766,56;FORÇA DE VENDAS
2026-01-01;2190;8888;5666,56;FORÇA DE VENDAS
2026-01-01;2461;8888;10595,62;FORÇA DE VENDAS
2026-01-01;2659;1899;1176,8;TELEMARKETING
2026-01-01;2659;8888;1744,94;FORÇA DE VENDAS
2026-01-01;1142;8888;48055,34;FORÇA DE VENDAS
2026-01-01;1585;1762;1956,66;TELEMARKETING
2026-01-01;949;2176;274226,73;TELEMARKETING
2026-01-01;949;998;13729,18;TELEMARKETING
2026-01-01;475;977;5994,99;TELEMARKETING
2026-01-01;619;8888;295,46;E-COMMERCE
2026-01-01;132;213;20,8;TELEMARKETING
2026-01-01;89;8888;3896,28;FORÇA DE VENDAS
2026-01-01;571;8888;38005,38;FORÇA DE VENDAS
2026-01-01;2601;1883;1608,05;TELEMARKETING
2026-01-01;664;8888;5207,0;FORÇA DE VENDAS
2026-01-01;360;546;4162,12;TELEMARKETING
2026-01-01;1478;8888;64,92;E-COMMERCE
2026-01-01;1117;8888;303,93;E-COMMERCE
2026-01-01;2639;1953;11180,41;TELEMARKETING
2026-01-01;1374;8888;273,2;E-COMMERCE
2026-01-01;1465;8888;11889,49;FORÇA DE VENDAS
2026-01-01;358;8888;9788,62;FORÇA DE VENDAS
2026-01-01;530;8888;997,14;E-COMMERCE
2026-01-01;358;8888;462,58;E-COMMERCE
2026-01-01;1466;1885;527,16;TELEMARKETING
2026-01-01;1380;8888;15,04;E-COMMERCE
2026-01-01;1996;8888;31553,12;FORÇA DE VENDAS
2026-01-01;353;8888;10948,22;FORÇA DE VENDAS
2026-01-01;2537;8888;908,04;FORÇA DE VENDAS
2026-01-01;1873;8888;13859,82;FORÇA DE VENDAS
2026-01-01;2082;1762;6003,16;TELEMARKETING
2026-01-01;1102;8888;187,12;FORÇA DE VENDAS
2026-01-01;1873;8888;1423,76;E-COMMERCE
2026-01-01;285;8888;7597,1;FORÇA DE VENDAS
2026-01-01;2199;1898;1206,18;TELEMARKETING
2026-01-01;2366;8888;1879,17;FORÇA DE VENDAS
2026-01-01;58;8888;23,97;E-COMMERCE
2026-01-01;2536;437;22120,0;TELEMARKETING
2026-01-01;325;738;20,46;TELEMARKETING
2026-01-01;138;13148;55,41;TELEMARKETING
2026-01-01;2392;1762;6328,87;TELEMARKETING
2026-01-01;325;2991;46,4;TELEMARKETING
2026-01-01;2680;8888;11316,57;FORÇA DE VENDAS
2026-01-01;2601;8888;651,36;E-COMMERCE
2026-01-01;2114;1312;5935,76;TELEMARKETING
2026-01-01;2409;1885;1629,6;TELEMARKETING
2026-01-01;2211;8888;39938,61;FORÇA DE VENDAS
2026-01-01;675;8888;1842,38;FORÇA DE VENDAS
2026-01-01;1939;8888;45,8;FORÇA DE VENDAS
2026-01-01;1374;2845;540,96;TELEMARKETING
2026-01-01;2345;8888;135,68;E-COMMERCE
2026-01-01;768;8888;20845,4;FORÇA DE VENDAS
2026-01-01;2085;8888;10364,1;FORÇA DE VENDAS
2026-01-01;522;8888;9984,24;FORÇA DE VENDAS
2026-01-01;1539;2184;302,88;TELEMARKETING
2026-01-01;2209;738;3468,97;TELEMARKETING
2026-01-01;2209;8888;248,96;E-COMMERCE
2026-01-01;2650;2185;44,7;TELEMARKETING
2026-01-01;2685;8888;135,8;FORÇA DE VENDAS
2026-01-01;2599;8888;7801,4;FORÇA DE VENDAS
2026-01-01;2448;8888;3749,06;FORÇA DE VENDAS
2026-01-01;2392;8888;7059,92;FORÇA DE VENDAS
2026-01-01;2579;8888;237,98;FORÇA DE VENDAS
2026-01-01;818;8888;32761,82;FORÇA DE VENDAS
2026-01-01;1075;8888;29035,16;FORÇA DE VENDAS
2026-01-01;931;8888;139,68;FORÇA DE VENDAS
2026-01-01;1075;58;55,41;TELEMARKETING
2026-01-01;14;8888;47314,41;FORÇA DE VENDAS
2026-01-01;1166;2184;543,2;TELEMARKETING
2026-01-01;1501;213;169,36;TELEMARKETING
2026-01-01;2510;8888;13763,04;FORÇA DE VENDAS
2026-01-01;429;8888;29269,25;FORÇA DE VENDAS
2026-01-01;451;8888;5316,54;FORÇA DE VENDAS
2026-01-01;2124;8888;5896,48;FORÇA DE VENDAS
2026-01-01;952;8888;2720,14;FORÇA DE VENDAS
2026-01-01;952;1899;300,36;TELEMARKETING
2026-01-01;1539;8888;513,48;E-COMMERCE
2026-01-01;1937;8888;5215,68;FORÇA DE VENDAS
2026-01-01;58;675;193,42;TELEMARKETING
2026-01-01;2678;8888;6609,73;FORÇA DE VENDAS
2026-01-01;2309;1954;843,57;TELEMARKETING
2026-01-01;2490;1885;918,52;TELEMARKETING
2026-01-01;595;691;168,12;TELEMARKETING
2026-01-01;854;8888;8970,13;FORÇA DE VENDAS
2026-01-01;2211;8888;274,69;E-COMMERCE
2026-01-01;675;8888;811,52;E-COMMERCE
2026-01-01;1340;805;1457,21;TELEMARKETING
2026-01-01;2601;2183;515,84;TELEMARKETING
2026-01-01;2507;8888;230,43;E-COMMERCE
2026-01-01;1203;738;272,4;TELEMARKETING
2026-01-01;2064;2184;197,56;TELEMARKETING
2026-01-01;2185;8888;11100,8;FORÇA DE VENDAS
2026-01-01;2686;8888;395,16;FORÇA DE VENDAS
2026-01-01;2440;8888;13472,3;FORÇA DE VENDAS
2026-01-01;374;8888;12,31;E-COMMERCE
2026-01-01;2633;1953;2834,58;TELEMARKETING
2026-01-01;2661;2845;19,54;TELEMARKETING
2026-01-01;2655;1885;149,28;TELEMARKETING
2026-01-01;2421;8888;4522,62;FORÇA DE VENDAS
2026-01-01;818;519;5100,06;TELEMARKETING
2026-01-01;1277;8888;15681,11;FORÇA DE VENDAS
2026-01-01;104;213;-7718,37;TELEMARKETING
2026-01-01;2421;3009;7804,64;TELEMARKETING
2026-01-01;1450;8888;26384,1;FORÇA DE VENDAS
2026-01-01;951;8888;2600,29;E-COMMERCE
2026-01-01;951;8888;3761,17;FORÇA DE VENDAS
2026-01-01;1690;691;1903,28;TELEMARKETING
2026-01-01;1890;1960;4997,28;TELEMARKETING
2026-01-01;2495;8888;4020,51;FORÇA DE VENDAS
2026-01-01;2530;874;5205,53;TELEMARKETING
2026-01-01;2538;1953;5997,11;TELEMARKETING
2026-01-01;2591;1960;271,36;TELEMARKETING
2026-01-01;2622;2727;133,49;TELEMARKETING
2026-01-01;2109;8888;2325,95;FORÇA DE VENDAS
2026-01-01;783;8888;11603,34;FORÇA DE VENDAS
2026-01-01;2359;874;13294,7;TELEMARKETING
2026-01-01;2438;8888;2797,98;FORÇA DE VENDAS
2026-01-01;1278;1533;1561,77;TELEMARKETING
2026-01-01;2576;3179;765,8;TELEMARKETING
2026-01-01;2490;8888;1743,12;FORÇA DE VENDAS
2026-01-01;27;8888;2088,9;FORÇA DE VENDAS
2026-01-01;2114;8888;13886,63;FORÇA DE VENDAS
2026-01-01;2114;1954;6505,69;TELEMARKETING
2026-01-01;2477;8888;18587,23;FORÇA DE VENDAS
2026-01-01;2039;1954;8456,77;TELEMARKETING
2026-01-01;2648;1087;1087,22;TELEMARKETING
2026-01-01;1642;8888;1426,7;E-COMMERCE
2026-01-01;2648;8888;943,04;FORÇA DE VENDAS
2026-01-01;2619;8888;15,63;FORÇA DE VENDAS
2026-01-01;2087;8888;4527,76;E-COMMERCE
2026-01-01;2507;8888;9891,43;FORÇA DE VENDAS
2026-01-01;2641;8888;5466,0;FORÇA DE VENDAS
2026-01-01;2604;8888;31,96;E-COMMERCE
2026-01-01;2673;2185;543,2;TELEMARKETING
2026-01-01;2604;8888;3803,48;FORÇA DE VENDAS
2026-01-01;2604;2183;1571,84;TELEMARKETING
2026-01-01;2571;8888;4311,86;FORÇA DE VENDAS
2026-01-01;1539;2985;50,24;TELEMARKETING
2026-01-01;2678;874;50,64;TELEMARKETING
2026-01-01;2664;412;14,9;TELEMARKETING
2026-01-01;1374;8888;10316,21;FORÇA DE VENDAS
2026-01-01;2442;8888;5719,64;FORÇA DE VENDAS
2026-01-01;1869;8888;17065,45;FORÇA DE VENDAS
2026-01-01;2316;8888;-130,52;FORÇA DE VENDAS
2026-01-01;1456;8888;56788,88;FORÇA DE VENDAS
2026-01-01;1539;8888;13174,6;FORÇA DE VENDAS
2026-01-01;597;8888;466,32;E-COMMERCE
2026-01-01;2485;1885;928,51;TELEMARKETING
2026-01-01;2591;1953;3768,34;TELEMARKETING
2026-01-01;2606;8888;1572,72;FORÇA DE VENDAS
2026-01-01;1716;1312;5244,46;TELEMARKETING
2026-01-01;1254;1960;13283,4;TELEMARKETING
2026-01-01;2429;8888;4851,94;FORÇA DE VENDAS
2026-01-01;2438;738;270,48;TELEMARKETING
2026-01-01;2449;3009;2891,61;TELEMARKETING
2026-01-01;2192;977;52,8;TELEMARKETING
2026-01-01;2413;8888;1911,15;E-COMMERCE
2026-01-01;450;8888;21,9;E-COMMERCE
2026-01-01;2308;2220;882,15;TELEMARKETING
2026-01-01;2472;8888;6287,18;FORÇA DE VENDAS
2026-01-01;1380;738;693,7;TELEMARKETING
2026-01-01;1108;874;1585,22;TELEMARKETING
2026-01-01;2493;8888;981,95;FORÇA DE VENDAS
2026-01-01;1653;8888;6389,86;FORÇA DE VENDAS
2026-01-01;2660;8888;350,12;E-COMMERCE
2026-01-01;1984;3009;27,28;TELEMARKETING
2026-01-01;1166;8888;20836,12;FORÇA DE VENDAS
2026-01-01;1293;8888;3337,34;FORÇA DE VENDAS
2026-01-01;1594;2727;1107,75;TELEMARKETING
2026-01-01;1299;2522;1946,05;TELEMARKETING
2026-01-01;483;8888;3234,27;FORÇA DE VENDAS
2026-01-01;2375;8888;1730,2;E-COMMERCE
2026-01-01;703;3009;179,4;TELEMARKETING
2026-01-01;781;8888;781,18;E-COMMERCE
2026-01-01;1518;8888;18696,24;FORÇA DE VENDAS
2026-01-01;443;8888;135,31;E-COMMERCE
2026-01-01;1642;1899;515,84;TELEMARKETING
2026-01-01;1642;2183;1868,16;TELEMARKETING
2026-01-01;1642;2985;637,68;TELEMARKETING
2026-01-01;1642;1883;256,52;TELEMARKETING
2026-01-01;571;691;1371,68;TELEMARKETING
2026-01-01;326;8888;3783,91;E-COMMERCE
2026-01-01;2251;8888;1988,76;FORÇA DE VENDAS
2026-01-01;33;8888;63584,62;FORÇA DE VENDAS
2026-01-01;2049;8888;221,92;E-COMMERCE
2026-01-01;1998;8888;951,33;E-COMMERCE
2026-01-01;363;8888;4405,79;FORÇA DE VENDAS
2026-01-01;2094;8888;4382,82;FORÇA DE VENDAS
2026-01-01;610;8888;6627,57;E-COMMERCE
2026-01-01;2189;738;11755,24;TELEMARKETING
2026-01-01;40;8888;217,26;E-COMMERCE
2026-01-01;2064;8888;275,58;E-COMMERCE
2026-01-01;1117;58;36,94;TELEMARKETING
2026-01-01;1075;8888;3192,38;E-COMMERCE
2026-01-01;2635;2184;360,25;TELEMARKETING
2026-01-01;2635;8888;8976,9;FORÇA DE VENDAS
2026-01-01;2359;8888;12083,44;FORÇA DE VENDAS
2026-01-01;2359;8888;1435,5;E-COMMERCE
2026-01-01;781;805;821,24;TELEMARKETING
2026-01-01;1537;8888;10589,26;FORÇA DE VENDAS
2026-01-01;2652;2183;1273,31;TELEMARKETING
2026-01-01;2107;8888;49655,05;FORÇA DE VENDAS
2026-01-01;2308;8888;534,06;E-COMMERCE
2026-01-01;2439;8888;2194,71;FORÇA DE VENDAS
2026-01-01;1450;1778;557,89;TELEMARKETING
2026-01-01;6;1533;801,82;TELEMARKETING
2026-01-01;1166;2185;1736,34;TELEMARKETING
2026-01-01;1499;8888;505,02;FORÇA DE VENDAS
2026-01-01;890;1533;11800,13;TELEMARKETING
2026-01-01;2620;8888;51,22;E-COMMERCE
2026-01-01;1585;8888;5654,37;FORÇA DE VENDAS
2026-01-01;285;805;4785,4;TELEMARKETING
2026-01-01;634;8888;5410,95;FORÇA DE VENDAS
2026-01-01;1384;8888;41346,33;FORÇA DE VENDAS
2026-01-01;1642;2185;970,45;TELEMARKETING
2026-01-01;326;2845;204,56;TELEMARKETING
2026-01-01;2249;8888;10073,54;FORÇA DE VENDAS
2026-01-01;2249;2727;2102,37;TELEMARKETING
2026-01-01;1277;213;1204,67;TELEMARKETING
2026-01-01;2528;8888;3101,04;FORÇA DE VENDAS
2026-01-01;1137;422;6583,03;TELEMARKETING
2026-01-01;2089;8888;193,92;E-COMMERCE
2026-01-01;326;1214;79,98;TELEMARKETING
2026-01-01;2107;1954;533,9;TELEMARKETING
2026-01-01;325;8888;1582,06;E-COMMERCE
2026-01-01;530;1139;43,5;TELEMARKETING
2026-01-01;132;8888;14,2;E-COMMERCE
2026-01-01;2094;874;21778,84;TELEMARKETING
2026-01-01;802;738;466,56;TELEMARKETING
2026-01-01;1064;27;2427,57;TELEMARKETING
2026-01-01;947;8888;13689,91;PEDIDO ELETRÔNICO
2026-01-01;1756;27;515,36;TELEMARKETING
2026-01-01;1823;546;877,93;TELEMARKETING
2026-01-01;2064;8888;2963,78;FORÇA DE VENDAS
2026-01-01;1632;423;10073,96;TELEMARKETING
2026-01-01;1102;13148;390,0;TELEMARKETING
2026-01-01;477;8888;4921,71;FORÇA DE VENDAS
2026-01-01;2019;8888;208,8;E-COMMERCE
2026-01-01;1324;8888;4581,16;FORÇA DE VENDAS
2026-01-01;1998;691;3548,92;TELEMARKETING
2026-01-01;429;1281;581,77;TELEMARKETING
2026-01-01;571;8888;52,71;E-COMMERCE
2026-01-01;629;675;36,07;TELEMARKETING
2026-01-01;20;8888;45848,52;FORÇA DE VENDAS
2026-01-01;1293;8888;1120,41;E-COMMERCE
2026-01-01;816;8888;29604,76;FORÇA DE VENDAS
2026-01-01;1063;27;379,79;TELEMARKETING
2026-01-01;1063;3403;79,24;TELEMARKETING
2026-01-01;2245;8888;46,63;E-COMMERCE
2026-01-01;2309;8888;5642,78;FORÇA DE VENDAS
2026-01-01;58;8888;3891,08;FORÇA DE VENDAS
2026-01-01;664;8888;908,19;E-COMMERCE
2026-01-01;1364;58;226,4;TELEMARKETING
2026-01-01;595;8888;1272,43;FORÇA DE VENDAS
2026-01-01;2375;519;2514,8;TELEMARKETING
2026-01-01;2388;1899;25698,9;TELEMARKETING
2026-01-01;2118;1954;3531,7;TELEMARKETING
2026-01-01;351;1533;271,52;TELEMARKETING
2026-01-01;2631;8888;226,3;E-COMMERCE
2026-01-01;2533;8888;34,1;FORÇA DE VENDAS
2026-01-01;1101;8888;56,85;FORÇA DE VENDAS
2026-01-01;2684;8888;669,3;E-COMMERCE
2026-01-01;132;8888;5259,07;FORÇA DE VENDAS
2026-01-01;945;8888;43204,32;PEDIDO ELETRÔNICO
2026-01-01;1142;1778;2111,56;TELEMARKETING
2026-01-01;2452;8888;116,14;E-COMMERCE
2026-01-01;1756;8888;353,3;E-COMMERCE
2026-01-01;2528;672;2913,14;TELEMARKETING
2026-01-01;2163;8888;17571,4;FORÇA DE VENDAS
2026-01-01;1427;8888;356,79;E-COMMERCE
2026-01-01;609;412;6443,72;TELEMARKETING
2026-01-01;2402;2176;3960,25;TELEMARKETING
2026-01-01;2402;2727;542,7;TELEMARKETING
2026-01-01;2094;8888;96,01;E-COMMERCE
2026-01-01;1466;519;288,88;TELEMARKETING
2026-01-01;2064;1883;37,68;TELEMARKETING
2026-01-01;1117;27;63,18;TELEMARKETING
2026-01-01;1007;8888;14355,2;FORÇA DE VENDAS
2026-01-01;2537;2185;271,6;TELEMARKETING
2026-01-01;619;675;129,3;TELEMARKETING
2026-01-01;2082;8888;16776,56;FORÇA DE VENDAS
2026-01-01;2593;8888;319,19;FORÇA DE VENDAS
2026-01-01;629;8888;2354,14;E-COMMERCE
2026-01-01;1289;8888;12320,72;FORÇA DE VENDAS
2026-01-01;535;422;708,94;TELEMARKETING
2026-01-01;415;8888;37421,74;FORÇA DE VENDAS
2026-01-01;2392;1778;2953,74;TELEMARKETING
2026-01-01;2678;1312;3035,3;TELEMARKETING
2026-01-01;2652;8888;196,48;FORÇA DE VENDAS
2026-01-01;438;8888;7803,96;FORÇA DE VENDAS
2026-01-01;2651;58;1376,58;TELEMARKETING
2026-01-01;2363;8888;7706,08;FORÇA DE VENDAS
2026-01-01;1259;8888;13,3;FORÇA DE VENDAS
2026-01-01;2684;1885;271,6;TELEMARKETING
